Years,A,B,DOC,Fa,Fal,Fbm,Fl,Flb,Fld,Flm,Fpa,Fpl,M,P,ksstr,lk,phi,s
1855,357.0541377236421,5.312025912650528,170.7918913918868,0.11766966763407087,0.0026985677299275327,0.029216147593439823,0.0004123589384088866,0.0834114488714373,0.9724959467973436,0.9627138080659589,0.12194760817129623,0.03491860439993144,1205.1165696821492,4.832657150908913,0.0,1.5871489196461394e-07,0.5140000000000458,0.31801527680960645
1856,358.0424527574631,5.186749803383826,173.19913249880418,0.11543820442182436,0.0026038220520359545,0.028527132800968292,0.0001880672037642038,0.0813953526383214,0.9717350285520131,0.9790709800251777,0.12111438465794507,0.03416088031368032,1204.174353046305,4.921092833980822,0.0,6.146805638100328e-08,0.5140000000000458,0.3116427755738094
1857,359.04691548739936,5.204723308051881,174.42866124822808,0.11470426597637096,0.002593408008399127,0.028625967415115857,9.922507982895196e-05,0.08192286797466619,0.9718823464863684,0.9741731778858946,0.12024106672731284,0.03405007245651994,1204.3566992172116,4.935578488528186,0.0,3.1533449207247035e-08,0.5140000000000458,0.3064382156983898
1858,359.91356556185656,5.385511904286233,173.82914531577183,0.12254548788800325,0.0028405256038858766,0.029619967360906108,0.00022706530069742302,0.08896858416680543,0.97313436031115,0.9844649587952121,0.12615347527671675,0.03665670049111883,1205.908571405844,4.86926398740463,0.0,7.014954501481283e-08,0.5140000000000458,0.3340000419745819
1859,359.6964979554272,5.877121712068988,173.74931498844686,0.11722888373435479,0.0028802738786224895,0.03232411944988083,0.00039113625115565475,0.09297758594319137,0.9728575458509992,0.9575707944655949,0.11947719815166778,0.03680556745690738,1205.5644338705895,4.803830135624065,0.0,1.363479746556473e-07,0.5140000000000458,0.31775987183308313
1860,359.5566842212174,5.926414014060703,175.7392376141463,0.11176346311842617,0.0027624735245386357,0.03259533228247183,0.00010223115872474509,0.09244124896167141,0.9708759110169539,0.9793782351312963,0.11569833629823618,0.03583363846476762,1203.109783195717,4.896861637091435,0.0,2.958587380802673e-08,0.5140000000000458,0.3061577740115468
1861,359.9067201257802,5.945010668714923,173.2181914462023,0.11859324840686655,0.002936351169942007,0.032697394411875504,0.00017530642849648793,0.0954691192870276,0.9726097790262568,0.9627445116567831,0.12059239301814127,0.037435203073859134,1205.257627116535,4.812110502934411,0.0,5.3482427524280693e-08,0.5140000000000458,0.32388703107057215
1862,359.74390806241325,5.969622777238426,173.6037343111225,0.11671105047087116,0.0028979984014243614,0.032832950204041735,0.0011669482974447482,0.09349762316609402,0.9718044843728982,0.984521631261662,0.11956565699067445,0.03722549858018077,1204.2606469160194,4.837702326863291,0.0,4.902496233824359e-07,0.5140000000000458,0.3243715632979503
1863,359.62125036466915,5.913765502354802,173.8116392763288,0.1140713940686898,0.0028142632230829323,0.0325257675802311,0.0001594731857194112,0.09221615946913429,0.9713292679748121,0.9771113323756314,0.11752267092157082,0.036341242056191075,1203.6714697937366,4.867556922235343,0.0,4.9576433679619164e-08,0.5140000000000458,0.3100819632746099
1864,359.6289868436565,5.916860665466632,173.3532029926288,0.11294855794914231,0.002788638395777768,0.03254285676240186,0.00022288978969979632,0.09144480838665449,0.9714739784084658,0.956112595557977,0.11599352189034542,0.03588922673957467,1203.8499139861526,4.858399794325687,0.0,7.438771931579521e-08,0.5140000000000458,0.3102584626890384
1865,359.66180257248203,5.912278053980656,171.89772918922333,0.11967841125818526,0.002950893668007717,0.0325174289341731,0.0003963750146621532,0.09415821528773488,0.9726115881851773,0.9714241011814214,0.1216602307360798,0.03760832764727893,1205.2602306004508,4.7958545540667314,0.0,1.3584891152256857e-07,0.5140000000000458,0.3277478662325415
1866,359.5834110612307,5.8920253164769765,173.2608937677257,0.1116895707339787,0.00275069750566974,0.032406326335869394,0.00017361302428741326,0.09025688776428352,0.9713095333205436,0.9587777583796485,0.11513174866301168,0.0355406171292726,1203.6462515335293,4.8641516092197215,0.0,5.676262862613862e-08,0.5140000000000458,0.3038357396120187
1867,359.85929999987604,5.823700521850363,171.59854388674793,0.12344845688606643,0.00301439582052488,0.03203007395176224,0.0002155846826061722,0.09499192139613122,0.9727930735404681,0.9956956961081402,0.1256911586979385,0.03848356205082602,1205.4861310072888,4.805792437990848,0.0,7.193472501041236e-08,0.5140000000000458,0.32762750857542167
1868,359.00591398761355,6.163976876267671,170.06112805540286,0.1234063942024431,0.00312944004541605,0.03390169355889689,0.000789465599398798,0.09909691863961147,0.9733939549735457,0.9624887594878927,0.12353642331350471,0.039231176114073736,1206.2293346200652,4.708010954234996,0.0,3.0277667567422994e-07,0.5140000000000458,0.3396681097882235
