Years,A,B,DOC,Fa,Fal,Fbm,Fl,Flb,Fld,Flm,Fpa,Fpl,M,P,ksstr,lk,phi,s
17,449.99184850513365,6.802735412888002,164.14519871063865,0.15474615414251644,0.004180581510578788,0.037414890290028084,9.177489762270841e-05,0.10882568162555524,0.9720380279083237,0.9842728287490615,0.1400095977681715,0.05526023924766303,1204.5500339673606,6.297563777915847,0.1611686843629611,2.8485111772469433e-08,0.5179076315958882,0.3276311315662189
18,443.366040410497,6.922645581750306,167.01831992553912,0.14648255512505745,0.004001727434869862,0.03807456552849689,2.7407655034481656e-05,0.1085995935191042,0.971854359876805,0.9658658581154876,0.13348688101107894,0.05263747618918236,1204.3216732384278,6.170938979889467,0.149724172932375,7.4474136815708825e-09,0.5166360192147064,0.3122863606199115
19,437.3446813926706,6.893405806665331,169.60569696209535,0.141787314266832,0.003864222931553503,0.037913855402340955,0.0008798672295027821,0.10678598875498765,0.9714344979960137,0.9704803222842567,0.1306323138645498,0.05083651376292856,1203.801590159349,6.091733489689777,0.13976098429397416,3.9243657578893845e-07,0.5155289982548855,0.32115253378218467
20,432.0364738707506,6.892024733934433,169.92536842125764,0.14328029721909452,0.003902671228758223,0.037906058329531006,0.00014901421093100467,0.10927183969651937,0.9725684158902029,0.958504069884584,0.13190617704564103,0.05082253235147691,1205.2061949567196,5.944610315160013,0.13133090693753244,4.684760463335009e-08,0.5145923229930588,0.3241696051195303
21,427.2978938558594,6.687916496567308,174.0084842459547,0.13342776741788198,0.003565909599080488,0.03678371850294356,0.00015766562731299056,0.10287996260103643,0.9705435515607082,0.9897230490838663,0.1263744304409615,0.04737321390450411,1202.698368239769,6.0060095895543615,0.12407270437477802,5.393637469255121e-08,0.5137858560416415,0.3041210094943066
22,422.9128485899952,6.737844936878699,172.55796290339217,0.1421566379469614,0.003817692019292896,0.03705798256275066,0.0004121892153095854,0.10793198237232253,0.9728225708263123,0.980837152729217,0.1328264167092796,0.0496563736234239,1205.5220637088746,5.800648772324974,0.11760135489803052,1.6002040327162608e-07,0.5130668172108944,0.32577251990440637
23,417.74595880919566,7.157838933982222,171.66481309918046,0.143737804216549,0.004009605052989435,0.03936777640300841,5.493449140205716e-05,0.11669006944049333,0.9736976750244397,0.9677665609262995,0.13257970436134325,0.05102438539034919,1206.6059117605307,5.593681511372349,0.11027023153022832,1.5569474880841226e-08,0.5122522479478032,0.3255502577790239
24,412.3023105391963,7.505382924218853,171.8786595763691,0.1371573885514037,0.0039420271320592375,0.04127953309843634,6.447567056131829e-05,0.1188514630933255,0.9725808631536144,0.9725990314774515,0.1271407388572496,0.04994354400496794,1205.2222063769746,5.49739678077074,0.1028745634481327,1.844564419420412e-08,0.5114305070497914,0.3180109729747618
25,407.6289102136323,7.403820688037281,171.34637378325706,0.13422327790077282,0.003825332902145461,0.04072108607357735,0.00021124258913915597,0.11544469011603159,0.9723490670099215,0.9696863757095944,0.1254234950698772,0.04846604977084294,1204.9348528932267,5.429653915246435,0.09680616827005432,6.913751293882192e-08,0.5107562409188966,0.3237935152560269
26,403.35012674325384,7.2252555900038535,170.7311404642898,0.1335172768399444,0.0037479367186566415,0.03973898833333994,0.00012698685507649696,0.11251029412373884,0.9723666043538582,0.9705454447216235,0.12573149122811647,0.04750724482683788,1204.9566202336478,5.373218277886229,0.09146856776472849,4.154999370084597e-08,0.510163174196082,0.3193045013927957
27,399.43689348302007,6.857056778104398,173.3513270637738,0.12177480821869278,0.003312023669909626,0.03771437423006794,0.0003647736692330557,0.10074921891630619,0.9702777943835756,0.9692797455627418,0.11811282353794143,0.04292721945774736,1202.3682012147592,5.462272736251056,0.08676719738013526,1.36160814769008e-07,0.5096407997089067,0.30374705054241413
28,397.13684936431906,6.351480717726645,172.73296885615218,0.12838829027396637,0.003320635973551514,0.03493326691592527,6.0891394277260936e-05,0.09827622116855235,0.9718466223791301,0.9734186380334696,0.12499757258638954,0.0430626057900335,1204.3123999528686,5.4211820126911165,0.08408904889501241,1.8133199488772863e-08,0.5093432276549998,0.31200801802534944
29,394.6131623797957,6.257193526341046,172.80663337430582,0.1320193680668728,0.0033802973080295324,0.03441458242011314,0.0003984138317832747,0.09810264811144598,0.9727208491296259,0.9800313668325238,0.1284121450966719,0.043617113249293016,1205.395980846338,5.349955630624787,0.0812175138852455,1.3827467472573086e-07,0.5090241682094723,0.3327957805670437
30,392.2406064235219,6.212360830406994,173.6411906727903,0.12881774270872415,0.0032830117424325193,0.03416801366060194,5.842716559443188e-05,0.09726017372042822,0.97302248659132,0.9551088371512534,0.125540783820929,0.042278860732053045,1205.7687189819085,5.306506843331383,0.07858324590129373,1.6570520550489832e-08,0.5087314717668111,0.31436490081117385
31,391.1260202336838,5.719152505510706,178.44306091044072,0.1190267327499923,0.002866701412729538,0.031455594255866484,8.959312215080815e-05,0.08668797663748126,0.9706225442941507,0.9896227642911747,0.12080196715858778,0.038380730301429224,1202.7962485651453,5.511084519864718,0.07736431945801132,2.9268157841311463e-08,0.5085960354953353,0.2967181287566536
32,390.68885719310765,5.4210834517539945,179.7648301968714,0.11772293007860352,0.0027361370222586845,0.02981619918498983,0.00011316195478965247,0.0821944349560863,0.9715344217717684,0.9506868607045565,0.11964120539851719,0.03664362595594117,1203.9245868111966,5.516623440806108,0.07689119415375861,3.458386807253417e-08,0.5085434660170824,0.29951283045393934
